 alpha_m, ax_racetraj_mps2, kappa_racetraj_radpm, psi_racetraj_rad, s_racetraj_m, vx_racetraj_mps, width_left_m, width_right_m, x_normvec_m, y_normvec_m, y_ref_m,delta_s,x_bound_l,x_bound_r,x_raceline,x_ref_m,y_bound_l,y_bound_r,y_raceline
0.526697,0.482066,0.333948,-0.176291,30.3085,5.70407,0.818666,0.781334,0.999967,-0.0081234,1.9046,0.0506399,8.95,10.5499,10.2953,9.76864,1.91125,1.89825,1.90032
0.534675,0.746144,0.32532,-0.159805,30.3592,5.70829,0.818987,0.781013,0.999985,-0.0054667,1.9532,0.0507608,8.94999,10.55,10.3036,9.76897,1.95767,1.94893,1.95027
0.541975,1.04233,0.315462,-0.143782,30.4099,5.71483,0.819202,0.780798,0.999995,-0.0031364,2.00217,0.0508847,8.94998,10.55,10.3112,9.76918,2.00474,1.99973,2.00047
0.548599,1.37142,0.30435,-0.128281,30.4608,5.72394,0.819318,0.780682,0.999999,-0.0011242,2.05153,0.0510123,8.94996,10.55,10.3179,9.76928,2.05245,2.05065,2.05091
0.554557,1.73418,0.291972,-0.113368,30.5118,5.7359,0.8193,0.7807,1,0.0005775,2.10125,0.0511443,8.95,10.55,10.3239,9.76929,2.10078,2.1017,2.10157
0.559859,2.13137,0.278327,-0.0991053,30.563,5.751,0.819234,0.780766,0.999998,0.0019763,2.15134,0.0512807,8.95,10.55,10.3291,9.76923,2.14972,2.15288,2.15245
0.564522,2.56383,0.263424,-0.0855556,30.6143,5.7695,0.819123,0.780877,0.999995,0.0030791,2.20179,0.0514218,8.94998,10.55,10.3336,9.7691,2.19927,2.20419,2.20353
0.568566,3.03256,0.247284,-0.0727816,30.6657,5.79168,0.81899,0.78101,0.999992,0.0038925,2.25259,0.0515671,8.94994,10.5499,10.3375,9.76892,2.2494,2.25563,2.2548
0.572016,3.53877,0.229933,-0.0608445,30.7173,5.8178,0.818901,0.781099,0.99999,0.0044225,2.30374,0.0517167,8.94982,10.5498,10.3407,9.76871,2.30012,2.30719,2.30627
0.5749,4.08395,0.211406,-0.0498041,30.769,5.84813,0.818478,0.781522,0.999989,0.0046752,2.35523,0.0518697,8.95,10.55,10.3434,9.76847,2.3514,2.35888,2.35792
0.577252,4.60597,0.191741,-0.0397183,30.8208,5.88295,0.818237,0.781763,0.999989,0.004656,2.40706,0.0520256,8.95,10.55,10.3455,9.76823,2.40325,2.4107,2.40974
0.579109,4.59673,0.170983,-0.0306429,30.8729,5.92196,0.818102,0.781899,0.999991,0.0043702,2.45921,0.0521838,8.9499,10.5499,10.3471,9.76799,2.45564,2.46263,2.46174
0.580512,4.57831,0.126357,-0.0157361,30.9251,5.999,0.81792,0.78208,0.999993,0.0038225,2.51169,0.0523431,8.94986,10.5499,10.3483,9.76778,2.50857,2.51468,2.51391
0.581508,4.56913,0.102577,-0.0100057,30.9774,6.03704,0.817629,0.782371,0.999995,0.0030176,2.5645,0.052503,8.94997,10.55,10.3491,9.7676,2.56203,2.56686,2.56625
0.582146,4.55997,0.0778715,-0.0054878,31.0299,6.07477,0.817488,0.782512,0.999998,0.0019598,2.61761,0.0526622,8.94998,10.55,10.3496,9.76746,2.61601,2.61914,2.61875
0.582482,4.55083,0.0526595,-0.0022248,31.0826,6.11218,0.817438,0.782562,1,0.0006531,2.67103,0.0528202,8.94995,10.55,10.3499,9.76739,2.6705,2.67154,2.67141
0.582572,4.5417,0.0286213,-0.0002109,31.1354,6.1493,0.817428,0.782572,1,-0.0008986,2.72476,0.0529759,8.94997,10.55,10.35,9.7674,2.72549,2.72405,2.72423
0.582475,4.53259,0.0082303,0.0006903,31.1884,6.18612,0.817512,0.782488,0.999996,-0.0026917,2.77878,0.0531289,8.94998,10.55,10.35,9.76749,2.78098,2.77667,2.77721
0.58224,4.5235,-0.0059126,0.0006919,31.2415,6.22264,0.81776,0.78224,0.999989,-0.0047229,2.83309,0.0532787,8.94994,10.5499,10.3499,9.76769,2.83695,2.82939,2.83034
0.581898,4.51443,-0.0059473,0.0003862,31.2948,6.25888,0.818051,0.781949,0.999976,-0.006989,2.88768,0.0534257,8.94998,10.5499,10.3499,9.76801,2.8934,2.88222,2.88362
0.581444,4.50538,-0.0022479,0.0001816,31.3482,6.29484,0.818492,0.781508,0.999955,-0.0094869,2.94256,0.0535695,8.95001,10.5499,10.3499,9.76846,2.95032,2.93514,2.93704
0.580855,4.49635,0.00142,0.0001611,31.4018,6.33053,0.819075,0.780925,0.999925,-0.0122147,2.99771,0.0537132,8.95005,10.5499,10.3499,9.76906,3.00771,2.98817,2.99061
0.580108,4.48733,0.0049746,0.0003212,31.4555,6.36594,0.819842,0.780158,0.999885,-0.0151662,3.05312,0.0538471,8.95007,10.5499,10.3499,9.76982,3.06556,3.04129,3.04432
0.579178,4.47833,0.0089751,0.0006687,31.5093,6.40109,0.820796,0.779204,0.999832,-0.0183524,3.1088,0.0540132,8.95009,10.5498,10.3498,9.77075,3.12386,3.0945,3.09817
0.578041,4.46935,0.0097392,0.0011525,31.5633,6.43597,0.821935,0.778065,0.999764,-0.0217127,3.16474,0.0543123,8.95013,10.5498,10.3498,9.77187,3.18258,3.14784,3.15218
0.576689,4.46039,0.0061941,0.0015743,31.6176,6.4706,0.823311,0.776689,0.999687,-0.0250084,3.22092,0.0546779,8.95013,10.5496,10.3497,9.77319,3.24151,3.2015,3.2065
0.575139,4.45144,0.0037281,0.0018014,31.6723,6.50498,0.824732,0.775267,0.999605,-0.0281077,3.27734,0.0550193,8.95028,10.5496,10.3496,9.77468,3.30052,3.25555,3.26117
0.573403,4.43361,0.0013248,0.0020501,31.7273,6.57298,0.826458,0.773542,0.999518,-0.031035,3.33399,0.0553512,8.9503,10.5495,10.3495,9.77636,3.35964,3.30998,3.31619
0.571495,4.42472,0.0004344,0.0020939,31.7827,6.60662,0.828315,0.771685,0.999429,-0.0337886,3.39086,0.0556692,8.95036,10.5495,10.3494,9.77821,3.41884,3.36478,3.37155
0.569425,4.41584,-0.0003874,0.0020944,31.8384,6.64003,0.830226,0.769774,0.999338,-0.0363736,3.44793,0.0559747,8.95053,10.5495,10.3493,9.78021,3.47812,3.41993,3.42721
0.567203,4.40699,-0.0010703,0.0020576,31.8943,6.67319,0.832403,0.767597,0.999247,-0.0387928,3.50519,0.0562671,8.95059,10.5494,10.3491,9.78237,3.53748,3.47541,3.48319
0.564842,4.39815,-0.0016556,0.0019894,31.9506,6.70613,0.83485,0.76515,0.999157,-0.0410495,3.56264,0.0565463,8.95052,10.5492,10.349,9.78466,3.59691,3.53123,3.53946
0.562352,4.38933,-0.0021318,0.0018947,32.0072,6.73884,0.837302,0.762698,0.999069,-0.0431464,3.62027,0.0568124,8.95057,10.5491,10.3489,9.78709,3.65639,3.58736,3.596
0.559742,4.38053,-0.0025223,0.001778,32.064,6.77133,0.839688,0.760312,0.998983,-0.0450863,3.67805,0.0570653,8.95081,10.5492,10.3488,9.78964,3.71591,3.64377,3.65281
0.557022,4.37174,-0.0028342,0.0016437,32.121,6.8036,0.842381,0.757619,0.998901,-0.0468716,3.73599,0.057305,8.95086,10.5491,10.3487,9.79231,3.77547,3.70048,3.70988
0.554203,4.35423,-0.0032504,0.0013369,32.1783,6.86749,0.845229,0.754771,0.998823,-0.0485045,3.79407,0.0575314,8.95085,10.549,10.3486,9.79508,3.83506,3.75746,3.76718
0.551294,4.3455,-0.0033676,0.0011711,32.2359,6.89912,0.847981,0.752019,0.99875,-0.0499871,3.85227,0.0577446,8.95103,10.549,10.3486,9.79795,3.89466,3.81468,3.82472
0.548304,4.33678,-0.0034322,0.0010009,32.2936,6.93054,0.850984,0.749016,0.998682,-0.0513214,3.9106,0.0579445,8.95105,10.5489,10.3485,9.80091,3.95427,3.87216,3.88246
0.545241,4.32809,-0.0034475,0.0008289,32.3516,6.96176,0.854019,0.745981,0.998621,-0.0525089,3.96903,0.0581313,8.95111,10.5489,10.3484,9.80395,4.01388,3.92986,3.9404
0.542116,4.31941,-0.0034155,0.0006574,32.4097,6.99277,0.857103,0.742897,0.998565,-0.0535512,4.02757,0.0583048,8.95119,10.5489,10.3484,9.80706,4.07347,3.98778,3.99854
0.538936,4.31075,-0.003348,0.0004881,32.468,7.02359,0.86032,0.73968,0.998517,-0.0544496,4.08619,0.0584652,8.95119,10.5488,10.3484,9.81023,4.13303,4.04591,4.05684
0.535711,4.29347,-0.0031242,0.0001634,32.5265,7.08464,0.86361,0.73639,0.998475,-0.0552053,4.14488,0.0586126,8.95116,10.5487,10.3483,9.81346,4.19256,4.10423,4.11531
0.532448,4.28486,-0.0029764,1.08e-05,32.5851,7.11488,0.866871,0.733129,0.998441,-0.0558193,4.20364,0.0587468,8.9512,10.5487,10.3483,9.81672,4.25203,4.16272,4.17392
0.529156,4.27627,-0.0028099,-0.0001339,32.6438,7.14492,0.870087,0.729913,0.998414,-0.0562922,4.26245,0.0588681,8.95132,10.5488,10.3483,9.82003,4.31143,4.22136,4.23267
0.525843,4.2677,-0.0026274,-0.0002698,32.7027,7.17479,0.873462,0.726538,0.998395,-0.0566249,4.32131,0.0589764,8.95129,10.5487,10.3484,9.82335,4.37077,4.28017,4.29153
0.522518,4.25914,-0.002433,-0.0003964,32.7617,7.20447,0.876864,0.723136,0.998385,-0.0568178,4.3802,0.059072,8.95125,10.5487,10.3484,9.8267,4.43002,4.33911,4.35051
0.519189,4.2506,-0.0022328,-0.000513,32.8207,7.23396,0.880264,0.719736,0.998382,-0.0568711,4.43911,0.0591547,8.95122,10.5486,10.3484,9.83006,4.48917,4.39818,4.40958
0.515863,4.23357,-0.0018279,-0.0007161,32.8799,7.29243,0.88348,0.71652,0.998386,-0.0567851,4.49803,0.0592248,8.95136,10.5488,10.3484,9.83341,4.5482,4.45734,4.46874
0.512549,4.22508,-0.0016298,-0.0008025,32.9391,7.3214,0.886873,0.713127,0.998399,-0.0565597,4.55695,0.0592822,8.9513,10.5487,10.3485,9.83676,4.60711,4.51662,4.52796
0.509256,4.2166,-0.0014387,-0.0008792,32.9984,7.35019,0.890262,0.709738,0.99842,-0.0561948,4.61586,0.0593274,8.95123,10.5487,10.3485,9.84008,4.66589,4.57598,4.58724
0.505991,4.20815,-0.0012606,-0.0009467,33.0577,7.37882,0.893473,0.706527,0.998448,-0.0556899,4.67475,0.0593599,8.9513,10.5488,10.3486,9.84338,4.72451,4.6354,4.64657
0.502762,4.19971,-0.001098,-0.0010056,33.1171,7.40728,0.896747,0.703253,0.998484,-0.0550447,4.73361,0.0593805,8.95126,10.5488,10.3486,9.84665,4.78297,4.69489,4.70593
0.499579,4.18288,-0.0008306,-0.0011012,33.1765,7.46371,0.900031,0.699969,0.998527,-0.0542583,4.79242,0.0593887,8.95116,10.5488,10.3487,9.84987,4.84125,4.75444,4.76531
0.496449,4.1745,-0.0007319,-0.00114,33.2359,7.49167,0.903204,0.696796,0.998577,-0.0533301,4.85118,0.0593851,8.95111,10.5488,10.3488,9.85303,4.89934,4.81402,4.8247
0.493381,4.16612,-0.0006605,-0.0011748,33.2952,7.51948,0.906246,0.693754,0.998634,-0.0522589,4.90987,0.0593696,8.95113,10.5489,10.3488,9.85614,4.95723,4.87361,4.88409
0.490384,4.15777,-0.0006238,-0.0012069,33.3546,7.54713,0.909362,0.690638,0.998696,-0.0510436,4.96849,0.0593425,8.95099,10.5489,10.3489,9.85917,5.0149,4.93323,4.94345
0.487468,4.14943,-0.0006258,-0.001238,33.414,7.57463,0.912235,0.687765,0.998765,-0.0496828,5.02702,0.0593038,8.95101,10.549,10.349,9.86212,5.07234,4.99285,5.0028
0.48464,-11.0013,-0.0006663,-0.0012701,33.4733,7.60197,0.915151,0.684849,0.998839,-0.048175,5.08545,0.059254,8.9509,10.549,10.3491,9.86498,5.12954,5.05246,5.0621
0.481912,-13.0277,-0.0008755,-0.0013454,33.5325,7.44202,0.917832,0.682168,0.998917,-0.0465185,5.14377,0.0591931,8.95091,10.5492,10.3491,9.86775,5.18647,5.11204,5.12135
0.479291,-12.991,-0.0010506,-0.0013934,33.5917,7.35397,0.920519,0.679481,0.999,-0.0447115,5.20198,0.0591211,8.95081,10.5492,10.3492,9.87041,5.24314,5.1716,5.18055
0.476789,-12.9515,-0.0012789,-0.0014516,33.6508,7.26511,0.92305,0.67695,0.999086,-0.0427518,5.26005,0.0590388,8.95075,10.5493,10.3493,9.87295,5.29951,5.23111,5.23967
0.474414,-12.9098,-0.0015733,-0.0015228,33.7099,7.17542,0.925461,0.674539,0.999174,-0.0406371,5.31799,0.0589459,8.95067,10.5494,10.3494,9.87537,5.35559,5.29058,5.29871
0.472179,-12.9099,-0.0019275,-0.0016101,33.7688,7.08489,0.927809,0.672191,0.999264,-0.0383651,5.37577,0.0588431,8.95053,10.5494,10.3495,9.87766,5.41136,5.34998,5.35765
0.470092,-12.2665,0.0031805,-0.0017048,33.8277,6.90104,0.929908,0.670092,0.999354,-0.035933,5.43339,0.0587307,8.95049,10.5495,10.3496,9.8798,5.4668,5.40931,5.4165
0.468154,-11.4784,0.0143096,-0.0013069,33.8864,6.81159,0.931846,0.668154,0.999444,-0.033338,5.49083,0.0586101,8.95046,10.5496,10.3497,9.88179,5.5219,5.46856,5.47523
0.466338,-10.6747,0.03158,-0.0001629,33.945,6.72681,0.933642,0.666358,0.999532,-0.030577,5.5481,0.0584818,8.95042,10.5497,10.3497,9.88362,5.57664,5.52772,5.53384
0.464589,-9.92396,0.0500503,0.0018769,34.0035,6.64699,0.935318,0.664682,0.999618,-0.0276467,5.60516,0.0583459,8.95032,10.5497,10.3497,9.88528,5.63102,5.58679,5.59232
0.462845,-9.21968,0.068121,0.0048318,34.0618,6.57192,0.93684,0.66316,0.999699,-0.0245436,5.66202,0.0582024,8.95021,10.5497,10.3495,9.88677,5.68502,5.64575,5.65066
0.461045,-8.55814,0.0858317,0.0086833,34.12,6.50139,0.938122,0.661878,0.999774,-0.0212639,5.71867,0.0580513,8.95016,10.5498,10.349,9.88807,5.73862,5.70459,5.70886
0.459133,-7.35041,0.120105,0.0189974,34.1781,6.37328,0.93922,0.66078,0.999842,-0.0178037,5.77509,0.0578929,8.9501,10.5498,10.3482,9.88917,5.79181,5.76332,5.76691
0.457052,-6.79865,0.136632,0.0254183,34.236,6.31535,0.940068,0.659932,0.9999,-0.0141587,5.83126,0.0577273,8.9501,10.5499,10.3471,9.89007,5.84457,5.82192,5.82479
0.454753,-6.27957,0.152728,0.0326523,34.2937,6.2613,0.940754,0.659246,0.999947,-0.0103244,5.88719,0.0575551,8.95005,10.55,10.3455,9.89076,5.89691,5.88039,5.8825
0.452187,-5.79409,0.168344,0.0406768,34.3512,6.21095,0.941218,0.658782,0.99998,-0.0062961,5.94286,0.0573764,8.95002,10.55,10.3434,9.89122,5.94879,5.93871,5.94001
0.44931,-5.33654,0.183382,0.049471,34.4086,6.16413,0.941446,0.658554,0.999998,-0.0020688,5.99826,0.0571918,8.95001,10.55,10.3408,9.89145,6.00021,5.9969,5.99733
0.446082,-4.90535,0.197922,0.059007,34.4658,6.12069,0.941428,0.658572,0.999997,0.0023629,6.05338,0.0570017,8.95002,10.55,10.3375,9.89145,6.05115,6.05493,6.05443
0.442464,-4.49921,0.211944,0.0692585,34.5228,6.08049,0.941167,0.658833,0.999976,0.0070045,6.1082,0.0568065,8.95005,10.55,10.3336,9.89119,6.10161,6.11281,6.1113
0.438424,-3.7577,0.238355,0.0917968,34.5796,6.00922,0.940673,0.659327,0.99993,0.0118619,6.16272,0.0566064,8.95007,10.55,10.3291,9.89068,6.15156,6.17054,6.16792
0.433932,-3.42056,0.250704,0.104026,34.6362,5.97787,0.939899,0.660101,0.999857,0.0169413,6.21693,0.0564017,8.95013,10.5499,10.3238,9.8899,6.201,6.22811,6.22428
0.428962,-3.10488,0.262459,0.116855,34.6926,5.94919,0.938833,0.661167,0.999753,0.0222493,6.27081,0.0561926,8.95024,10.5498,10.3177,9.88884,6.24992,6.28552,6.28035
0.423493,-2.81401,0.273603,0.130253,34.7488,5.92304,0.93752,0.66248,0.999614,0.0277926,6.32435,0.0559791,8.95034,10.5497,10.3108,9.8875,6.2983,6.34276,6.33612
0.417507,-2.54408,0.284011,0.144194,34.8048,5.89924,0.935914,0.664085,0.999436,0.0335784,6.37755,0.0557609,8.95048,10.5496,10.3031,9.88587,6.34612,6.39985,6.39157
0.41099,-2.29408,0.293768,0.158641,34.8606,5.87764,0.934,0.666,0.999215,0.0396142,6.43039,0.0555382,8.95067,10.5494,10.2946,9.88394,6.39339,6.45678,6.44667
0.403932,-2.06359,0.302883,0.173563,34.9161,5.85809,0.931764,0.668236,0.998946,0.0459079,6.48286,0.0553103,8.95091,10.5492,10.2852,9.88169,6.44009,6.51354,6.50141
0.396327,-1.85224,0.311351,0.188924,34.9714,5.84045,0.929319,0.670681,0.998623,0.0524676,6.53496,0.0550768,8.95109,10.5489,10.2749,9.87913,6.4862,6.57015,6.55575
0.388172,-1.48543,0.326347,0.220836,35.0265,5.81031,0.926444,0.673556,0.99824,0.0593021,6.58666,0.054837,8.95142,10.5486,10.2637,9.87624,6.53172,6.6266,6.60968
0.379469,-1.32918,0.332884,0.237321,35.0813,5.79751,0.923334,0.676666,0.997792,0.0664201,6.63796,0.0545902,8.95171,10.5482,10.2516,9.87301,6.57664,6.68291,6.66317
0.370223,-1.19047,0.338793,0.254116,35.1359,5.78603,0.919722,0.680277,0.997271,0.0738311,6.68885,0.0543355,8.95222,10.5479,10.2386,9.86943,6.62095,6.73908,6.71619
0.360444,-1.06883,0.344088,0.271188,35.1903,5.77574,0.91587,0.68413,0.99667,0.0815446,6.73932,0.0540717,8.95268,10.5474,10.2247,9.8655,6.66464,6.79511,6.76872
0.350144,-0.963736,0.348788,0.288508,35.2443,5.76648,0.911691,0.688309,0.995981,0.0895708,6.78936,0.0537977,8.95318,10.5467,10.2099,9.8612,6.7077,6.85101,6.82072
0.339338,-0.876159,0.352913,0.306047,35.2981,5.75812,0.907115,0.692885,0.995194,0.0979201,6.83895,0.0535124,8.95378,10.5461,10.1942,9.85654,6.75012,6.9068,6.87218
0.328048,-0.804873,0.356444,0.323779,35.3516,5.7505,0.895297,0.691052,0.994302,0.106603,6.88808,0.0532142,8.96129,10.5386,10.1777,9.85149,6.79264,6.96175,6.92306
0.316294,-0.748196,0.359425,0.341677,35.4048,5.7435,0.877164,0.683778,0.993292,0.115631,6.93675,0.052902,8.97477,10.5252,10.1602,9.84605,6.83533,7.01582,6.97333
0.304104,-0.705479,0.361919,0.359714,35.4578,5.73698,0.859324,0.677697,0.992155,0.125016,6.98495,0.0525742,8.98763,10.5126,10.1419,9.84021,6.87752,7.06967,7.02296
0.291506,-0.676062,0.363954,0.377864,35.5103,5.73083,0.844514,0.675051,0.990877,0.134768,7.03265,0.0522295,8.99715,10.5029,10.1228,9.83396,6.91884,7.12363,7.07194
0.278531,-0.659312,0.365561,0.396106,35.5626,5.72493,0.831896,0.675739,0.989446,0.1449,7.07986,0.0518663,9.00418,10.4959,10.1029,9.82729,6.95932,7.17778,7.12022
0.265215,-0.654614,0.366769,0.414418,35.6144,5.71917,0.82183,0.679835,0.987848,0.155425,7.12656,0.0514835,9.00836,10.4918,10.0822,9.8202,6.99883,7.23222,7.16778
0.251594,-0.654614,0.367608,0.432782,35.6659,5.71344,0.813643,0.686357,0.986066,0.166355,7.17274,0.0510795,9.01037,10.4895,10.0608,9.81268,7.03738,7.28692,7.21459
0.237708,-0.645356,0.368103,0.451178,35.717,5.70771,0.805595,0.694405,0.984085,0.177701,7.21838,0.0506534,9.01194,10.4881,10.0386,9.80471,7.07523,7.34178,7.26062
0.223598,-0.62607,0.368281,0.469592,35.7676,5.70206,0.796833,0.703167,0.981885,0.189478,7.26349,0.050204,9.01389,10.4867,10.0158,9.79629,7.11251,7.39672,7.30586
0.209306,-0.59736,0.368145,0.488007,35.8178,5.69656,0.787888,0.712112,0.979448,0.201696,7.30804,0.0497303,9.01571,10.4849,9.99241,9.7874,7.14913,7.45167,7.35026
0.194879,-0.561366,0.36775,0.506407,35.8676,5.69132,0.778484,0.721516,0.976753,0.214369,7.35203,0.0492317,9.01766,10.4828,9.9684,9.77805,7.18515,7.5067,7.39381
0.180362,-0.514311,0.366968,0.52478,35.9168,5.68638,0.769034,0.730966,0.973776,0.227509,7.39545,0.0487076,9.01935,10.48,9.94385,9.76822,7.22049,7.56175,7.43648
0.165803,-0.469512,0.366196,0.543108,35.9655,5.68186,0.758304,0.741696,0.970494,0.241127,7.43828,0.0481557,9.02197,10.4777,9.91881,9.7579,7.25543,7.61712,7.47826
0.151251,-0.442695,0.365927,0.561409,36.0137,5.67773,0.746926,0.753074,0.966884,0.255217,7.48051,0.0475794,9.02489,10.4752,9.89332,9.74708,7.28989,7.67271,7.51912
0.136751,-0.405244,0.365295,0.579692,36.0612,5.67383,0.734892,0.765108,0.962926,0.269766,7.52215,0.0469834,9.02811,10.4725,9.86744,9.73575,7.3239,7.72855,7.55904
0.122346,-0.359773,0.364366,0.597931,36.1082,5.67025,0.722748,0.777252,0.958593,0.284778,7.56317,0.0463685,9.0311,10.469,9.8412,9.72392,7.35735,7.78451,7.59801
0.108082,-0.309136,0.36322,0.616115,36.1546,5.66708,0.70977,0.79023,0.953859,0.300254,7.60358,0.0457358,9.03454,10.4653,9.81465,9.71156,7.39047,7.84085,7.63603
0.0940012,-0.2512,0.361784,0.634231,36.2003,5.66435,0.695724,0.804276,0.948694,0.316196,7.64336,0.0450865,9.03864,10.4617,9.78785,9.69867,7.42338,7.89767,7.67309
0.0801473,-0.182281,0.359933,0.652282,36.2454,5.66213,0.680929,0.819071,0.943067,0.332602,7.68252,0.0444226,9.04308,10.4577,9.76083,9.68524,7.45604,7.95495,7.70918
0.0665619,-0.100876,0.357609,0.670234,36.2898,5.66052,0.665627,0.834373,0.936948,0.349469,7.72104,0.043746,9.04761,10.453,9.73364,9.67127,7.48843,8.01263,7.74431
0.0532859,-0.003942,0.354701,0.688052,36.3336,5.65963,0.650239,0.849761,0.930303,0.366791,7.75893,0.0430588,9.05182,10.4473,9.70632,9.65674,7.52042,8.07061,7.77847
0.040359,0.112558,0.351069,0.705702,36.3766,5.6596,0.633191,0.866809,0.923101,0.384557,7.79616,0.0423641,9.05715,10.4418,9.67891,9.64165,7.55266,8.1295,7.81168
0.027819,0.112558,0.351069,0.705702,36.419,5.6596,0.6157,0.887591,0.915307,0.402756,7.83274,0.0416647,9.06244,10.4384,9.65145,9.62599,7.58476,8.19022,7.84394
0.0157025,0.253238,0.346548,0.72314,36.4607,5.66059,0.601224,0.910805,0.906888,0.421372,7.86866,0.0409642,9.06451,10.4357,9.62399,9.60975,7.61532,8.25245,7.87527
0.004044,0.423114,0.340961,0.740315,36.5016,5.66283,0.588023,0.939191,0.897809,0.440386,7.90391,0.0402662,9.06499,10.4361,9.59655,9.59292,7.64495,8.31751,7.90569
-0.0071241,0.626079,0.334164,0.757211,36.5419,5.66656,0.57722,0.969849,0.888037,0.459772,7.93849,0.0395748,9.0629,10.4368,9.56917,9.57549,7.6731,8.38439,7.93521
-0.0177712,0.864216,0.326073,0.773731,36.5815,5.67209,0.567334,1.0073,0.877541,0.479502,7.97238,0.0388945,9.0596,10.4414,9.54187,9.55746,7.70035,8.45538,7.96386
-0.0278695,0.864216,0.326073,0.773731,36.6204,5.67209,0.553581,1.04188,0.866288,0.499545,8.00559,0.0382298,9.05926,10.4414,9.51468,9.53882,7.72906,8.52606,7.99167
-0.0373931,1.1385,0.316643,0.789796,36.6586,5.6797,0.529736,1.07026,0.854251,0.519862,8.03811,0.0375856,9.06703,10.4338,9.48761,9.51956,7.76272,8.5945,8.01867
-0.0463191,1.44174,0.306092,0.805358,36.6962,5.68971,0.502116,1.09788,0.841402,0.54041,8.06993,0.0369672,9.07718,10.4234,9.46069,9.49966,7.79858,8.66324,8.0449
-0.0546271,1.75006,0.295164,0.820403,36.7332,5.70237,0.473441,1.12656,0.827719,0.561143,8.10104,0.0363797,9.08726,10.4116,9.43392,9.47913,7.83538,8.7332,8.07039
-0.0622995,1.75006,0.295164,0.820403,36.7695,5.70237,0.441681,1.15832,0.813183,0.582009,8.13144,0.0358284,9.09879,10.3999,9.4073,9.45796,7.87438,8.8056,8.09519
-0.0693217,2.05005,0.284301,0.834875,36.8054,5.71769,0.405963,1.19404,0.797779,0.60295,8.16113,0.0353185,9.11226,10.3887,9.38082,9.43613,7.91635,8.88107,8.11933
-0.0756824,2.27679,0.275512,0.848859,36.8407,5.73559,0.369617,1.23038,0.781498,0.623907,8.19008,0.0348552,9.12478,10.3752,9.35449,9.41363,7.95947,8.95773,8.14286
-0.0813731,2.56145,0.264887,0.862419,36.8755,5.7554,0.329103,1.2709,0.764338,0.644816,8.21831,0.0344433,9.13893,10.3619,9.32828,9.39047,8.0061,9.0378,8.16584
-0.0863873,2.56145,0.264887,0.862419,36.91,5.7554,0.286387,1.31361,0.746301,0.665609,8.24579,0.0340858,9.1529,10.347,9.30216,9.36663,8.05517,9.12014,8.18829
-0.0907096,4.19395,0.213795,0.874586,36.9441,5.77761,0.320305,1.34724,0.727398,0.686216,8.27253,0.0337855,9.10911,10.3221,9.27612,9.3421,8.05274,9.19703,8.21029
-0.0942996,4.62219,0.147502,0.883591,36.9779,5.8138,0.36572,1.33428,0.707647,0.706566,8.29852,0.033549,9.05808,10.2611,9.25015,9.31688,8.04012,9.24128,8.2319
-0.0971089,4.62219,0.147502,0.883591,37.0114,5.8138,0.341759,1.29778,0.687074,0.726588,8.32376,0.0333843,9.05614,10.1826,9.22423,9.29095,8.07544,9.26671,8.2532
-0.0990916,4.61292,0.0895009,0.889463,37.0448,5.85341,0.340885,1.25911,0.665711,0.74621,8.34823,0.0332991,9.03738,10.1025,9.19835,9.26431,8.09385,9.28779,8.27428
-0.100206,4.60367,0.0455596,0.892776,37.0781,5.89268,0.384952,1.21505,0.6436,0.765362,8.37192,0.0333001,8.9892,10.019,9.17246,9.23696,8.0773,9.30188,8.29523
-0.100412,4.60367,0.0455596,0.892776,37.1114,5.89268,0.42389,1.17611,0.62079,0.783977,8.39485,0.0333932,8.94572,9.93899,9.14653,9.20887,8.06253,9.31689,8.31613
-0.0996752,4.59444,0.0174028,0.894272,37.1448,5.93162,0.460249,1.13975,0.597335,0.801992,8.41698,0.0335834,8.90512,9.86086,9.12051,9.18005,8.04787,9.33106,8.33705
-0.0979628,4.58522,0.0077482,0.894829,37.1784,5.97022,0.493252,1.10675,0.573298,0.819347,8.43833,0.0338736,8.8677,9.78497,9.09432,9.15048,8.03419,9.34514,8.35807
-0.0952446,4.58522,0.0077482,0.894829,37.2122,5.97022,0.523615,1.07638,0.548745,0.83599,8.45888,0.0342666,8.83283,9.71082,9.06789,9.12016,8.02115,9.35873,8.37926
-0.0914929,4.57603,0.013279,0.895292,37.2465,6.0085,0.551626,1.04837,0.523749,0.851873,8.47863,0.0347628,8.80016,9.63816,9.04115,9.08907,8.00872,9.37172,8.40069
-0.0866828,4.56685,0.0325577,0.896396,37.2813,6.04646,0.578315,1.02168,0.498384,0.866956,8.49757,0.0353619,8.769,9.56641,9.01402,9.05722,7.9962,9.38333,8.42242
-0.0807912,4.56685,0.0325577,0.896396,37.3166,6.04646,0.602455,0.997545,0.472729,0.881208,8.5157,0.0360622,8.73979,9.49616,8.9864,9.02459,7.98481,9.39474,8.4445
-0.0737976,4.55769,0.0588274,0.89866,37.3527,6.0841,0.624755,0.975245,0.446862,0.894603,8.533,0.0368607,8.712,9.42698,8.9582,8.99118,7.97409,9.40546,8.46698
-0.0656839,4.54855,0.0897776,0.902373,37.3896,6.12144,0.64495,0.95505,0.420861,0.907125,8.54947,0.0377543,8.68553,9.35891,8.92932,8.95697,7.96442,9.41582,8.48989
