-14.1996,5.27239
-14.2,5.21786
-14.2005,5.16302
-14.2012,5.10789
-14.202,5.05248
-14.203,4.9968
-14.204,4.94086
-14.2052,4.88468
-14.2065,4.82827
-14.2079,4.77164
-14.2094,4.71481
-14.211,4.65778
-14.2127,4.60058
-14.2144,4.5432
-14.2162,4.48567
-14.218,4.42799
-14.2199,4.37019
-14.2218,4.31226
-14.2238,4.25422
-14.2257,4.19608
-14.2276,4.13786
-14.2295,4.07957
-14.2314,4.02121
-14.2332,3.9628
-14.235,3.90435
-14.2367,3.84587
-14.2383,3.78737
-14.2399,3.72887
-14.2413,3.67037
-14.2427,3.6119
-14.2439,3.55344
-14.245,3.49503
-14.246,3.43667
-14.2469,3.37837
-14.2476,3.32015
-14.2481,3.26201
-14.2485,3.20397
-14.2488,3.14603
-14.2488,3.08822
-14.2487,3.03053
-14.2484,2.97298
-14.2477,2.91558
-14.2467,2.85833
-14.2453,2.80125
-14.2435,2.74434
-14.2411,2.68762
-14.2383,2.63111
-14.2348,2.57481
-14.2307,2.51874
-14.226,2.46292
-14.2206,2.40737
-14.2144,2.35209
-14.2076,2.29712
-14.2,2.24247
-14.1916,2.18816
-14.1824,2.13422
-14.1725,2.08067
-14.1617,2.02753
-14.1502,1.97483
-14.1378,1.9226
-14.1247,1.87085
-14.1108,1.81961
-14.0961,1.76892
-14.0806,1.7188
-14.0644,1.66928
-14.0474,1.62038
-14.0298,1.57213
-14.0115,1.52455
-13.9926,1.47768
-13.973,1.43154
-13.9528,1.38614
-13.9322,1.34152
-13.911,1.2977
-13.8893,1.2547
-13.8672,1.21252
-13.8447,1.17119
-13.8219,1.13073
-13.7988,1.09114
-13.7754,1.05242
-13.7519,1.01459
-13.7281,0.977648
-13.7042,0.941586
-13.6802,0.906392
-13.6561,0.872053
-13.632,0.838551
-13.6078,0.805866
-13.5836,0.773975
-13.5595,0.742854
-13.5353,0.712473
-13.5112,0.682801
-13.4872,0.653807
-13.4632,0.625455
-13.4393,0.597708
-13.4154,0.570527
-13.3915,0.543875
-13.3676,0.51771
-13.3438,0.491993
-13.3199,0.466686
-13.296,0.441751
-13.272,0.417152
-13.2479,0.392856
-13.2236,0.368834
-13.1991,0.34505
-13.1743,0.321451
-13.1493,0.297976
-13.1239,0.274567
-13.0983,0.251167
-13.0722,0.227723
-13.0458,0.204187
-13.0188,0.180514
-12.9913,0.156666
-12.9632,0.13261
-12.9345,0.108316
-12.905,0.0837636
-12.8747,0.0589354
-12.8435,0.0338216
-12.8114,0.00841756
-12.7783,-0.0172754
-12.7442,-0.0432456
-12.7089,-0.0694455
-12.6726,-0.0958083
-12.6352,-0.122265
-12.5966,-0.148743
-12.557,-0.175172
-12.5163,-0.201478
-12.4746,-0.227591
-12.4318,-0.25344
-12.3881,-0.278957
-12.3434,-0.304076
-12.2979,-0.328734
-12.2514,-0.352871
-12.2042,-0.376432
-12.1562,-0.399364
-12.1076,-0.421618
-12.0582,-0.443151
-12.0083,-0.463922
-11.9578,-0.483896
-11.9069,-0.503043
-11.8555,-0.521336
-11.8037,-0.538752
