-12.7896,5.21197
-12.7923,5.1521
-12.7936,5.09216
-12.7839,5.0316
-12.7703,4.97073
-12.7564,4.90975
-12.7517,4.84927
-12.7517,4.78908
-12.7521,4.72894
-12.7617,4.66949
-12.8021,4.61235
-12.8023,4.55241
-12.8024,4.49253
-12.8024,4.43269
-12.8027,4.37296
-12.8027,4.31329
-12.803,4.25374
-12.8029,4.19427
-12.8679,4.14039
-12.9028,4.08417
-12.9028,4.02516
-12.9029,3.96631
-12.9028,3.90759
-12.907,3.84942
-12.9213,3.79229
-12.9353,3.73532
-12.9458,3.67826
-12.9512,3.62097
-12.9526,3.56358
-12.9525,3.50632
-12.9524,3.44931
-12.9524,3.3926
-12.952,3.33614
-12.9521,3.28002
-12.9521,3.22421
-12.9519,3.16874
-12.9518,3.11361
-12.9517,3.05885
-12.9515,3.00447
-12.9514,2.95048
-12.9513,2.8969
-12.9511,2.84374
-12.951,2.79102
-12.9509,2.73875
-12.9508,2.68694
-12.9506,2.63562
-12.9505,2.58479
-12.9504,2.53447
-12.9503,2.48467
-12.9502,2.4354
-12.9501,2.38668
-12.9501,2.33853
-12.95,2.29094
-12.95,2.24395
-12.95,2.19755
-12.9501,2.15176
-12.9502,2.10659
-12.9503,2.06205
-12.9505,2.01815
-12.9508,1.9749
-12.9511,1.9323
-12.9513,1.89038
-12.9518,1.84912
-12.9524,1.80853
-12.9532,1.76861
-12.9538,1.72939
-12.9547,1.69084
-12.9556,1.65298
-12.9567,1.6158
-12.958,1.57927
-12.9592,1.54347
-12.9605,1.50831
-12.9628,1.47368
-12.9645,1.43981
-12.9664,1.40655
-12.9694,1.37369
-12.9721,1.34148
-12.9747,1.3099
-12.9779,1.27875
-12.9822,1.24773
-12.9866,1.21699
-12.991,1.18652
-12.9957,1.15616
-13.0007,1.12586
-13.0065,1.09532
-13.0123,1.06477
-13.0187,1.03387
-13.0262,1.00228
-13.0334,0.970497
-13.0416,0.937752
-13.0499,0.904392
-13.0585,0.870191
-13.0683,0.834331
-13.078,0.797472
-13.088,0.759182
-13.0992,0.718567
-13.111,0.675623
-13.1237,0.629953
-13.1342,0.583705
-13.0878,0.587612
-13.0779,0.558868
-13.0843,0.512389
-13.0396,0.518694
-12.9925,0.530603
-12.8727,0.634388
-12.8313,0.651194
-12.7959,0.663384
-12.7693,0.665404
-12.7478,0.661127
-12.7254,0.658622
-12.7022,0.657772
-12.6785,0.658578
-12.6539,0.661422
-12.629,0.665692
-12.6034,0.671939
-12.5775,0.679796
-12.552,0.687244
-12.5268,0.694249
-12.5016,0.700704
-12.4759,0.706355
-12.4498,0.710935
-12.4228,0.715214
-12.3947,0.720296
-12.3655,0.726452
-12.3357,0.730601
-12.306,0.729165
-12.2748,0.730058
-12.2423,0.731918
-12.2088,0.734435
-12.1745,0.735036
-12.1391,0.736533
-12.1027,0.73825
-12.0654,0.738371
-12.0272,0.7381
-11.988,0.739063
-11.9479,0.740168
-11.907,0.739266
-11.8651,0.739597
-11.8224,0.739932
-11.7789,0.741496
-11.7346,0.741378
-11.6895,0.740167
-11.6437,0.742223
-11.5972,0.746221
-11.55,0.740864
-11.5016,0.689949
-11.4529,0.689917
-11.4036,0.689877
-11.3538,0.689833
-11.3035,0.689794
-11.2526,0.689769
-11.2013,0.689773
