-13.647,5.24871
-13.6496,5.19215
-13.6523,5.13541
-13.6553,5.07851
-13.6584,5.02144
-13.6618,4.96423
-13.6653,4.90689
-13.669,4.84942
-13.6729,4.79183
-13.6769,4.73413
-13.6811,4.67634
-13.6853,4.61846
-13.6897,4.56051
-13.6942,4.50249
-13.6988,4.44441
-13.7035,4.38629
-13.7082,4.32813
-13.713,4.26995
-13.7179,4.21175
-13.7228,4.15354
-13.7277,4.09534
-13.7327,4.03715
-13.7377,3.97899
-13.7426,3.92086
-13.7476,3.86277
-13.7525,3.80474
-13.7575,3.74678
-13.7623,3.68889
-13.7671,3.63108
-13.7719,3.57337
-13.7766,3.51576
-13.7812,3.45827
-13.7857,3.40091
-13.7901,3.34367
-13.7943,3.28659
-13.7985,3.22966
-13.8025,3.17289
-13.8064,3.1163
-13.8101,3.05989
-13.8137,3.00368
-13.817,2.94768
-13.8202,2.89189
-13.8232,2.83633
-13.826,2.781
-13.8285,2.72592
-13.8309,2.67109
-13.8329,2.61653
-13.8348,2.56225
-13.8363,2.50825
-13.8376,2.45454
-13.8386,2.40115
-13.8394,2.34807
-13.8398,2.29531
-13.8399,2.2429
-13.8396,2.19082
-13.8391,2.13911
-13.8382,2.08776
-13.8369,2.03679
-13.8353,1.9862
-13.8333,1.93602
-13.8309,1.88623
-13.8281,1.83687
-13.8249,1.78793
-13.8212,1.73943
-13.8172,1.69137
-13.8127,1.64378
-13.8077,1.59665
-13.8023,1.54999
-13.7964,1.50383
-13.7901,1.45816
-13.7832,1.413
-13.7759,1.36835
-13.768,1.32424
-13.7596,1.28066
-13.7506,1.23763
-13.7412,1.19515
-13.7311,1.15325
-13.7205,1.11192
-13.7093,1.07118
-13.6976,1.03104
-13.6852,0.9915
-13.6722,0.952571
-13.6587,0.914256
-13.6445,0.876561
-13.6297,0.83949
-13.6143,0.803048
-13.5983,0.76724
-13.5817,0.732071
-13.5644,0.697546
-13.5465,0.663671
-13.528,0.630449
-13.5088,0.597886
-13.489,0.565987
-13.4685,0.534757
-13.4474,0.504201
-13.4256,0.474324
-13.4032,0.44513
-13.3801,0.416625
-13.3564,0.388814
-13.3319,0.361701
-13.3068,0.335292
-13.281,0.309592
-13.2546,0.284605
-13.2274,0.260336
-13.1996,0.236791
-13.171,0.213975
-13.1418,0.191891
-13.1118,0.170546
-13.0812,0.149945
-13.0498,0.130091
-13.0177,0.110991
-12.9849,0.0926492
-12.9513,0.0750703
-12.9171,0.0582596
-12.8821,0.0422218
-12.8463,0.0269621
-12.8099,0.0124854
-12.7726,-0.0012034
-12.7347,-0.0141008
-12.696,-0.0262189
-12.6565,-0.0375796
-12.6164,-0.0482046
-12.5756,-0.0581159
-12.5341,-0.0673354
-12.492,-0.0758849
-12.4492,-0.0837864
-12.4059,-0.0910616
-12.362,-0.0977325
-12.3175,-0.103821
-12.2724,-0.109349
-12.2268,-0.114338
-12.1807,-0.118811
-12.1342,-0.122788
-12.0871,-0.126293
-12.0396,-0.129346
-11.9917,-0.13197
-11.9433,-0.134187
-11.8945,-0.136018
-11.8454,-0.137486
-11.7959,-0.138612
-11.7461,-0.139418
-11.6959,-0.139926
-11.6455,-0.140157
-11.5947,-0.140135
-11.5437,-0.13988
-11.4925,-0.139415
-11.441,-0.138762
-11.3893,-0.137941
-11.3374,-0.136976
-11.2854,-0.135888
-11.2332,-0.134699
-11.1809,-0.13343
-11.1284,-0.132105
-11.0759,-0.130744
-11.0233,-0.129369
-10.9706,-0.128003
-10.9179,-0.126667
-10.8652,-0.125378
-10.8125,-0.124138
-10.7597,-0.122946
-10.7069,-0.121803
-10.6541,-0.120707
-10.6013,-0.119658
-10.5485,-0.118655
-10.4956,-0.117698
-10.4427,-0.116787
-10.3899,-0.11592
-10.337,-0.115097
-10.284,-0.114317
-10.2311,-0.113581
-10.1782,-0.112887
-10.1252,-0.112235
-10.0722,-0.111625
-10.0192,-0.111055
-9.96621,-0.110526
-9.91319,-0.110036
-9.86016,-0.109586
-9.80712,-0.109174
-9.75406,-0.1088
-9.70099,-0.108463
-9.64791,-0.108164
-9.59482,-0.107901
-9.54173,-0.107673
-9.48862,-0.107481
-9.4355,-0.107324
-9.38237,-0.107201
-9.32923,-0.107112
-9.27609,-0.107056
-9.22293,-0.107032
-9.16977,-0.10704
-9.11661,-0.10708
-9.06343,-0.10715
-9.01025,-0.107251
-8.95706,-0.107382
-8.90387,-0.107542
-8.85067,-0.10773
-8.79747,-0.107947
-8.74426,-0.108191
-8.69105,-0.108462
-8.63784,-0.10876
-8.58462,-0.109083
-8.5314,-0.109432
-8.47818,-0.109806
-8.42495,-0.110203
-8.37173,-0.110625
-8.3185,-0.11107
-8.26527,-0.111537
-8.21204,-0.112027
-8.15881,-0.112537
-8.10558,-0.113069
-8.05235,-0.113621
-7.99913,-0.114193
-7.9459,-0.114784
-7.89268,-0.115394
-7.83946,-0.116023
-7.78624,-0.116668
-7.73302,-0.117331
-7.67981,-0.118011
-7.6266,-0.118706
-7.5734,-0.119416
-7.5202,-0.120142
-7.46701,-0.120882
-7.41382,-0.121635
-7.36064,-0.122402
-7.30746,-0.123182
-7.25429,-0.123973
-7.20113,-0.124776
-7.14797,-0.12559
-7.09482,-0.126415
-7.04168,-0.127249
-6.98855,-0.128093
-6.93543,-0.128945
-6.88232,-0.129806
-6.82922,-0.130675
-6.77613,-0.13155
-6.72304,-0.132432
-6.66997,-0.13332
-6.61692,-0.134214
-6.56387,-0.135112
-6.51083,-0.136015
-6.45781,-0.136922
-6.4048,-0.137832
-6.3518,-0.138744
-6.29882,-0.139659
-6.24585,-0.140575
-6.1929,-0.141493
-6.13996,-0.142411
-6.08704,-0.143329
-6.03413,-0.144246
-5.98124,-0.145162
-5.92836,-0.146076
-5.8755,-0.146988
-5.82266,-0.147897
-5.76984,-0.148803
-5.71703,-0.149705
-5.66425,-0.150603
-5.61148,-0.151495
-5.55873,-0.152382
-5.506,-0.153263
-5.45329,-0.154137
-5.40061,-0.155004
-5.34794,-0.155863
-5.29529,-0.156713
-5.24267,-0.157555
-5.19007,-0.158387
-5.13749,-0.15921
-5.08493,-0.160021
-5.03239,-0.160822
-4.97988,-0.161611
-4.9274,-0.162388
-4.87494,-0.163152
-4.8225,-0.163903
-4.77009,-0.164639
-4.7177,-0.165362
-4.66534,-0.166069
-4.61301,-0.166761
-4.5607,-0.167437
-4.50842,-0.168096
-4.45617,-0.168738
-4.40394,-0.169362
-4.35175,-0.169968
-4.29958,-0.170556
-4.24744,-0.171123
-4.19533,-0.171671
-4.14325,-0.172199
-4.09121,-0.172705
-4.03919,-0.173189
-3.9872,-0.173652
-3.93525,-0.174092
-3.88332,-0.174508
-3.83143,-0.174901
-3.77957,-0.175269
-3.72775,-0.175613
-3.67596,-0.175931
-3.6242,-0.176223
-3.57248,-0.176488
-3.52079,-0.176727
-3.46914,-0.176937
-3.41752,-0.17712
-3.36593,-0.177273
-3.31439,-0.177398
-3.26288,-0.177492
-3.21141,-0.177556
-3.15997,-0.177589
-3.10858,-0.17759
-3.05722,-0.177559
-3.0059,-0.177496
-2.95462,-0.177399
-2.90337,-0.177269
-2.85217,-0.177105
-2.80101,-0.176905
-2.74989,-0.17667
-2.69881,-0.176399
-2.64777,-0.176093
-2.59677,-0.175751
-2.54581,-0.175375
-2.49488,-0.174966
-2.444,-0.174524
-2.39315,-0.17405
-2.34233,-0.173545
-2.29155,-0.17301
-2.24079,-0.172445
-2.19008,-0.171852
-2.13939,-0.171231
-2.08873,-0.170583
-2.0381,-0.169908
-1.98749,-0.169208
-1.93692,-0.168484
-1.88636,-0.167736
-1.83584,-0.166964
-1.78533,-0.166171
-1.73485,-0.165356
-1.68439,-0.16452
-1.63395,-0.163665
-1.58353,-0.162791
-1.53313,-0.161898
-1.48274,-0.160988
-1.43237,-0.160061
-1.38202,-0.159119
-1.33167,-0.158161
-1.28135,-0.15719
-1.23103,-0.156205
-1.18073,-0.155207
